hex,type,flight,r,t,alt_baro,alt_geom,gs,track,baro_rate,squawk,emergency,category,nav_qnh,nav_altitude_mcp,nav_heading,lat,lon,nic,rc,seen_pos,version,nic_baro,nac_p,nac_v,sil,sil_type,gva,sda,alert,spi,mlat,tisb,messages,seen,rssi,dbFlags,geom_rate,nav_modes,true_heading,timestamp
a89f22,adsb_icao,N65483  ,N65483,C152,1700,1625.0,78.4,127.75,,1200,none,A1,,,28.459664,-82.385236,9,75,0.036,2.0,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4406411,0.0,-19.8,,,,128.0,,,2024-09-21 18:33:06.869512+00:00
a228e6,adsb_icao,N2382R  ,N2382R,C172,1900,1800.0,84.2,4.09,,1200,none,A1,,,28.237889,-82.380443,9,75,0.09,2.0,0.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3658882,0.1,-6.5,,,,-192.0,,,2024-09-21 18:33:06.869512+00:00
a6a1af,adsb_icao,N52606  ,N52606,C172,2575,2550.0,100.4,303.22,-192.0,0113,none,A1,,,27.383011,-82.358542,9,75,0.346,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7805431,0.1,-10.4,,,,,,,2024-09-21 18:33:06.869512+00:00
a9547c,adsb_icao,N70ZH   ,N70ZH,B505,300,175.0,63.0,41.78,-448.0,1200,none,A7,1012.8,,28.007409,-82.352546,9,75,0.163,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],78442,0.2,-22.0,236.25,,,,,,2024-09-21 18:33:06.869512+00:00
ab6e8b,adsb_icao,N8359L  ,N8359L,C172,1025,925.0,65.1,42.51,,1200,none,A1,,,28.035736,-82.322986,9,75,0.018,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3902598,0.0,-21.1,,,,576.0,,,2024-09-21 18:33:06.869512+00:00
a6a30e,adsb_icao,N527BF  ,N527BF,EC35,825,800.0,122.1,73.35,-320.0,0216,none,A7,,,27.997147,-82.318972,9,75,0.163,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],549644,0.0,-17.0,,,,,,,2024-09-21 18:33:06.869512+00:00
a5f208,adsb_icao,SWA3915 ,N482WN,B737,11250,11725.0,347.0,179.17,-1024.0,5746,none,A3,1012.8,11008.0,28.561386,-82.255114,8,186,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],13354370,0.1,-8.9,177.19,,,,,,2024-09-21 18:33:06.869512+00:00
a327e3,adsb_icao,N302MR  ,N302MR,PC12,20050,21075.0,250.0,333.13,64.0,2107,none,A1,,,28.401581,-82.252209,9,75,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],970346,0.1,-6.9,,,,,,,2024-09-21 18:33:06.869512+00:00
a1cc84,adsb_icao,N215EL  ,N215EL,PIAT,2200,2200.0,61.0,259.61,1024.0,1200,none,B4,1012.8,1216.0,27.492691,-82.2308,9,75,0.101,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],['geom_rate'],856904,0.1,-14.1,,[],,832.0,,,2024-09-21 18:33:06.869512+00:00
a9d688,adsb_icao,N733DN  ,N733DN,C172,2500,2550.0,100.5,174.29,0.0,1200,none,A1,,,27.772646,-82.203721,10,25,0.522,2.0,1.0,10.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],2481280,0.1,-12.2,,,,128.0,,,2024-09-21 18:33:06.869512+00:00
a07cbc,adsb_icao,N130RV  ,N130RV,C150,6400,6575.0,70.2,169.33,,2627,none,A1,,,28.558308,-82.200569,9,75,0.101,2.0,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2728582,0.0,-17.6,,,,192.0,,,2024-09-21 18:33:06.869512+00:00
a45504,adsb_icao,N3788S  ,N3788S,C172,3000,3025.0,90.7,48.58,,1200,none,A1,,,28.549164,-82.195693,9,75,0.036,2.0,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],133107,0.0,-19.8,,,,-384.0,,,2024-09-21 18:33:06.869512+00:00
a7da61,adsb_icao,N605FT  ,N605FT,P28A,950,800.0,79.7,113.67,,1200,none,A1,,,27.996097,-82.139982,9,75,0.157,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1703382,0.1,-9.2,,,,576.0,,,2024-09-21 18:33:06.869512+00:00
a66656,adsb_icao,N511ND  ,N511ND,C172,2750,2750.0,97.8,319.14,64.0,0101,none,A1,,,27.798523,-82.116377,9,75,0.163,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],['geom_rate'],2965026,0.0,-19.6,,,,0.0,,,2024-09-21 18:33:06.869512+00:00
a5a86c,adsb_icao,N46390  ,N46390,C172,1000,925.0,93.9,277.96,-64.0,1200,none,A1,,,27.800065,-82.11245,9,75,0.254,2.0,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],2767459,0.1,-13.7,,,,64.0,,,2024-09-21 18:33:06.869512+00:00
aa19ed,adsb_icao,N75YY   ,N75YY,DA62,3525,3600.0,170.1,195.34,-320.0,1006,none,A1,1012.0,3488.0,28.175766,-82.112292,9,75,0.215,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],880131,0.2,-7.9,,,,,,,2024-09-21 18:33:06.869512+00:00
aa4b63,adsb_icao,N7620W  ,N7620W,P28A,2050,2050.0,104.9,157.59,,1200,none,A1,,,28.206161,-82.106799,9,75,0.143,2.0,1.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1221481,0.0,-17.8,,,,192.0,,,2024-09-21 18:33:06.869512+00:00
a199dd,adsb_icao,N202EH  ,N202EH,DHC6,2975,3025.0,79.2,42.95,1408.0,0246,none,A1,1012.0,,28.263428,-82.106376,9,75,0.416,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5193211,0.2,-9.3,156.8,,,,,,2024-09-21 18:33:06.869512+00:00
a76594,adsr_icao,CXK185  ,N576K,P28A,5075,5175.0,115.9,145.9,-64.0,2604,none,A1,,,28.342818,-82.082573,8,186,0.522,,0.0,9.0,0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5237194,0.0,-16.6,,,8.0,-64.0,,,2024-09-21 18:33:06.869512+00:00
a84872,adsr_icao,N63265  ,N63265,C150,2600,2150.0,89.0,297.43,-320.0,1200,none,A1,,,28.148895,-82.078805,0,0,0.157,,,,0,,,,,0.0,0.0,[],[],177740,0.2,-11.0,,,,,,,2024-09-21 18:33:06.869512+00:00
ab33e3,adsr_icao,N8205A  ,N8205A,P28A,2700,2675.0,83.4,95.51,-384.0,1200,none,A1,,,27.357912,-82.07067,8,186,1.121,,0.0,9.0,0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1655526,0.3,-5.4,,,,-384.0,,,2024-09-21 18:33:06.869512+00:00
a6f577,adsb_icao,N54781  ,N54781,C172,3025,3025.0,75.3,190.71,-64.0,1200,none,A1,1012.8,3488.0,27.69635,-82.069478,9,75,0.101,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],['geom_rate'],6255538,0.1,-18.5,189.84,,,256.0,,,2024-09-21 18:33:06.869512+00:00
aa353f,adsb_icao,N757NJ  ,N757NJ,C152,525,500.0,56.0,87.95,,1200,none,A1,,,27.989182,-82.052818,10,25,0.06,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],713660,0.1,-15.8,,,,-512.0,,,2024-09-21 18:33:06.869512+00:00
ab7b38,adsb_icao,EJA839  ,N839QS,C700,40000,42050.0,436.0,338.61,64.0,7450,none,A2,1013.6,40000.0,28.567851,-82.048376,9,75,0.018,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],9425601,0.0,-10.6,349.45,"['autopilot', 'althold', 'lnav', 'tcas']",,,,,2024-09-21 18:33:06.869512+00:00
ad2ad5,adsb_icao,N94790  ,N94790,C152,2575,2550.0,69.6,352.57,192.0,4761,none,A1,1013.6,3008.0,28.045722,-82.022687,9,75,0.254,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],3817336,0.0,-6.3,0.0,,,,,,2024-09-21 18:33:06.869512+00:00
a04099,adsr_icao,N115US  ,N115US,CRUZ,2600,2450.0,109.2,127.18,,,,A1,,,28.599472,-82.015369,8,186,1.299,,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],132516,0.0,-18.8,,,8.0,-192.0,,,2024-09-21 18:33:06.869512+00:00
ac7b43,adsb_icao,N903KS  ,N903KS,C150,1200,1100.0,69.4,185.79,,1200,none,A1,,,27.966164,-82.005723,9,75,0.0,2.0,0.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2544694,0.0,-5.8,,,,320.0,,,2024-09-21 18:33:06.869512+00:00
a5e78c,adsb_icao,DCM1010 ,N48PG,PC12,625,575.0,147.1,91.95,640.0,1351,none,A1,1012.8,2016.0,27.989182,-82.000263,9,75,0.254,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2619736,0.1,-7.9,96.33,,,,,,2024-09-21 18:33:06.869512+00:00
a66c51,adsb_icao,N5128D  ,N5128D,C172,2625,2775.0,83.5,173.81,512.0,1200,none,A1,,,27.7807,-81.977973,8,186,0.157,2.0,0.0,10.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],703071,0.1,-17.8,,,,-64.0,,,2024-09-21 18:33:06.869512+00:00
a5448b,adsb_icao,N43899  ,N43899,P28A,3400,3425.0,77.9,344.36,,1200,none,A1,,,28.284485,-81.966353,9,75,0.522,2.0,0.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7206157,0.0,-7.6,,,,-384.0,,,2024-09-21 18:33:06.869512+00:00
a81d69,adsb_icao,N6218E  ,N6218E,C172,2700,2725.0,88.0,81.5,,1200,none,A1,,,28.206207,-81.950877,7,371,0.388,2.0,1.0,9.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],[],754259,0.0,-10.8,,,,128.0,,,2024-09-21 18:33:06.869512+00:00
a0106a,adsb_icao,N103FV  ,N103FV,C172,2025,1950.0,103.3,265.56,,1200,none,A1,,,28.077301,-81.913587,10,25,0.157,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2891815,0.2,-14.6,,,,-576.0,,,2024-09-21 18:33:06.869512+00:00
a9a1eb,adsb_icao,N72HJ   ,N72HJ,HDJT,40600,42625.0,357.3,291.68,512.0,0707,none,A1,1013.6,43008.0,28.389184,-81.887135,9,75,0.05,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1555429,0.1,-8.9,,,8.0,,,,2024-09-21 18:33:06.869512+00:00
a05fc9,adsb_icao,N123KS  ,N123KS,C172,1925,1825.0,101.8,123.38,-832.0,1200,none,A1,1012.8,2016.0,27.951453,-81.882396,9,75,0.388,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],4104963,0.1,-8.6,49.92,,,,,,2024-09-21 18:33:06.869512+00:00
a8775f,adsr_icao,N64465  ,N64465,C172,6400,6700.0,90.8,352.41,128.0,1200,,A1,,,27.482952,-81.877934,8,186,20.751,,0.0,9.0,0,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1708617,12.7,-3.6,,,,128.0,,,2024-09-21 18:33:06.869512+00:00
a713ee,tisb_icao,N555VW  ,N555VW,BE9L,1450,1400.0,151.7,5.67,,,,A1,,,27.560944,-81.877113,0,0,1.295,,,0.0,0,0.0,perhour,,,0.0,0.0,[],"['callsign', 'altitude', 'alt_geom', 'gs', 'track', 'geom_rate', 'lat', 'lon', 'nic', 'rc', 'nac_p', 'nac_v', 'sil', 'sil_type']",1281999,1.3,-3.9,,,,1280.0,,,2024-09-21 18:33:06.869512+00:00
a60732,adsb_icao,N488K   ,N488K,C421,2600,2725.0,169.2,132.36,64.0,1200,none,A1,,,27.423923,-81.84413,10,25,0.045,2.0,1.0,10.0,1,3.0,perhour,2.0,2.0,0.0,0.0,[],['baro_rate'],360852,0.0,-16.3,,,,64.0,,,2024-09-21 18:33:06.869512+00:00
a054cc,adsb_icao,N120MG  ,N120MG,P28A,5000,5100.0,105.9,10.89,0.0,1432,none,A1,1012.8,4992.0,27.556503,-81.825705,9,75,0.132,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],['geom_rate'],5374934,0.0,-20.0,18.98,"['autopilot', 'althold']",,-192.0,,,2024-09-21 18:33:06.869512+00:00
acc748,adsb_icao,N922TG  ,N922TG,B407,1500,1450.0,120.7,116.57,128.0,,,A7,,,27.669205,-81.812543,0,0,13.009,2.0,,0.0,0,0.0,perhour,,,0.0,0.0,[],"['callsign', 'alt_geom', 'gs', 'track', 'geom_rate', 'nac_p', 'nac_v', 'sil', 'sil_type']",779004,1.3,-4.0,,,,64.0,,,2024-09-21 18:33:06.869512+00:00
ac5829,adsb_icao,N895CR  ,N895CR,PC12,8825,9200.0,246.8,150.11,-1728.0,5542,none,A1,,,28.494671,-81.793428,9,75,0.416,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],7443650,0.1,-5.6,,,,-18112.0,,,2024-09-21 18:33:06.869512+00:00
a3cc4e,adsb_icao,N344BL  ,N344BL,PA44,975,900.0,107.2,171.42,-448.0,1200,none,A1,1012.8,992.0,28.062201,-81.78535,9,75,0.157,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],1193087,0.1,-5.8,49.92,[],,,,,2024-09-21 18:33:06.869512+00:00
ac8a1f,adsb_icao,N907KS  ,N907KS,C172,2875,2875.0,93.9,244.8,128.0,1200,none,A1,1013.6,2496.0,28.317993,-81.756873,9,75,0.127,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],5419423,0.1,-8.0,237.66,,,,,,2024-09-21 18:33:06.869512+00:00
ab4de4,adsb_icao,N8275A  ,N8275A,BE36,5300,5425.0,167.0,156.35,-512.0,0703,none,A1,1013.6,3008.0,28.366979,-81.737958,9,75,0.206,2.0,1.0,10.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],2362164,0.2,-14.9,160.31,,,,,,2024-09-21 18:33:06.869512+00:00
a64272,adsb_icao,N502MA  ,N502MA,ULAC,3025,3050.0,104.1,42.27,-64.0,1200,none,A1,,,28.082544,-81.647752,9,75,0.636,2.0,1.0,9.0,2,3.0,perhour,2.0,2.0,0.0,0.0,[],[],182249,0.0,-6.1,,,,,,,2024-09-21 18:33:06.869512+00:00
a57aa7,adsr_icao,N452MK  ,N452MK,C172,2100,2025.0,96.8,18.06,-64.0,1200,none,A1,,,28.018387,-81.563134,0,0,0.538,,,,0,,perhour,,,0.0,0.0,[],[],707515,0.5,-11.7,,,,,,,2024-09-21 18:33:06.869512+00:00
